timestamp,open,high,low,close,volume
2020-11-27,116.5700,117.4900,116.2200,116.5900,46691331
2020-11-25,115.5500,116.7500,115.1700,116.0300,76499234
2020-11-24,113.9100,115.8500,112.5900,115.1700,113226248
2020-11-23,117.1800,117.6202,113.7500,113.8500,127959318
2020-11-20,118.6400,118.7700,117.2900,117.3400,73604287
2020-11-19,117.5900,119.0600,116.8100,118.6400,74112972
2020-11-18,118.6100,119.8200,118.0000,118.0300,76322111
2020-11-17,119.5500,120.6741,118.9600,119.3900,74270973
2020-11-16,118.9200,120.9900,118.1460,120.3000,91183018
2020-11-13,119.4400,119.6717,117.8700,119.2600,81688586
2020-11-12,119.6200,120.5300,118.5700,119.2100,103350674
2020-11-11,117.1900,119.6300,116.4400,119.4900,112294954
2020-11-10,115.5500,117.5900,114.1300,115.9700,138023390
2020-11-09,120.5000,121.9900,116.0500,116.3200,154515315
2020-11-06,118.3200,119.2000,116.1300,118.6900,114457922
2020-11-05,117.9500,119.6200,116.8686,119.0300,126387074
2020-11-04,114.1400,115.5900,112.3500,114.9500,138235482
2020-11-03,109.6600,111.4900,108.7300,110.4400,107624448
2020-11-02,109.1100,110.6800,107.3200,108.7700,122866899
2020-10-30,111.0600,111.9900,107.7200,108.8600,190573476
2020-10-29,112.3700,116.9300,112.2000,115.3200,146129173
2020-10-28,115.0500,115.4300,111.1000,111.2000,143937823
2020-10-27,115.4900,117.2800,114.5399,116.6000,92276772
2020-10-26,114.0100,116.5500,112.8800,115.0500,111850657
2020-10-23,116.3900,116.5500,114.2800,115.0400,82572645
2020-10-22,117.4500,118.0400,114.5900,115.7500,101987954
2020-10-21,116.6700,118.7050,116.4500,116.8700,89945980
2020-10-20,116.2000,118.9800,115.6300,117.5100,124423728
2020-10-19,119.9600,120.4190,115.6600,115.9800,120639337
2020-10-16,121.2800,121.5480,118.8100,119.0200,115393808
2020-10-15,118.7200,121.2000,118.1500,120.7100,112559219
2020-10-14,121.0000,123.0300,119.6200,121.1900,151062308
2020-10-13,125.2700,125.3900,119.6500,121.1000,262330451
2020-10-12,120.0600,125.1800,119.2845,124.4000,240226769
2020-10-09,115.2800,117.0000,114.9200,116.9700,100506865
2020-10-08,116.2500,116.4000,114.5901,114.9700,83477153
2020-10-07,114.6200,115.5500,114.1300,115.0800,96848985
2020-10-06,115.7000,116.1200,112.2500,113.1600,161498212
2020-10-05,113.9100,116.6500,113.5500,116.5000,106243839
2020-10-02,112.8900,115.3700,112.2200,113.0200,144711986
2020-10-01,117.6400,117.7200,115.8300,116.7900,116120440
2020-09-30,113.7900,117.2600,113.6200,115.8100,142675184
2020-09-29,114.5500,115.3100,113.5700,114.0900,100060526
2020-09-28,115.0100,115.3200,112.7800,114.9600,137672403
2020-09-25,108.4300,112.4400,107.6700,112.2800,149981441
2020-09-24,105.1700,110.2500,105.0000,108.2200,167743349
2020-09-23,111.6200,112.1100,106.7700,107.1200,150718671
2020-09-22,112.6800,112.8600,109.1600,111.8100,183055373
2020-09-21,104.5400,110.1900,103.1000,110.0800,195713815
2020-09-18,110.4000,110.8800,106.0900,106.8400,287104882
2020-09-17,109.7200,112.2000,108.7100,110.3400,178010968
2020-09-16,115.2300,116.0000,112.0400,112.1300,155026675
2020-09-15,118.3300,118.8290,113.6100,115.5400,184642039
2020-09-14,114.7200,115.9300,112.8000,115.3550,140150087
2020-09-11,114.5700,115.2300,110.0000,112.0000,180860325
2020-09-10,120.3600,120.5000,112.5000,113.4900,182274391
2020-09-09,117.2600,119.1400,115.2600,117.3200,176940455
2020-09-08,113.9500,118.9900,112.6800,112.8200,231366563
2020-09-04,120.0700,123.7000,110.8900,120.9600,332607163
2020-09-03,126.9100,128.8400,120.5000,120.8800,257599640
2020-09-02,137.5900,137.9800,127.0000,131.4000,200118991
2020-09-01,132.7600,134.8000,130.5300,134.1800,152470142
